,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
0,0,0,0,0,0,0.0,0,0.0,120,0,123.0,JFK,1,"(42, 62)",0,3.0,"(42, 62)",26.73256965256965,1,19,0,6,498,6,1,-25.267430347430345,"[14.732569652569651, 38.73256965256965]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 14.732569652569651 and 38.73256965256965%,No Impacts
1,1,1,1,1,1,0.0,0,0.0,20,0,20.0,IAD,1,"(0, 20)",0,0.0,"(0, 20)",23.356666666666666,2,19,1,1,156,2,1,27.356666666666666,"[11.356666666666666, 35.35666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 11.356666666666666 and 35.35666666666667%,No Impacts
2,2,2,2,2,2,0.0,0,0.0,25,0,25.0,MIA,1,"(0, 20)",0,0.0,"(0, 20)",47.84,3,19,1,1,929,2,1,48.84,"[35.84, 59.84]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 35.84 and 59.84%,No Impacts
3,3,3,3,3,3,0.0,0,0.0,20,0,20.0,DCA,1,"(0, 20)",0,0.0,"(0, 20)",45.60666666666667,4,19,1,1,156,2,1,49.60666666666667,"[33.60666666666667, 57.60666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 33.60666666666667 and 57.60666666666667%,No Impacts
4,4,4,4,4,4,0.0,0,0.0,73,0,73.0,MCO,0,"(15, 35)",0,0.0,"(15, 35)",47.73703703703704,5,19,1,1,2113,2,1,22.73703703703704,"[35.73703703703704, 59.73703703703704]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 35.73703703703704 and 59.73703703703704%,No Impacts
5,5,5,5,5,5,0.0,0,0.0,55,0,57.5,DFW,0,"(6, 26)",0,2.5,"(6, 26)",15.122222222222222,6,19,5,2,1352,7,1,-0.8777777777777779,"[3.122222222222222, 27.12222222222222]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 3.122222222222222 and 27.12222222222222%,No Impacts
6,6,6,6,6,6,0.0,0,0.0,30,0,33.42857142857143,ORD,0,"(0, 20)",0,3.428571428571428,"(0, 20)",42.88333333333333,7,19,3,1,280,4,1,39.88333333333333,"[30.883333333333333, 54.88333333333333]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 30.883333333333333 and 54.88333333333333%,No Impacts
7,7,7,7,7,7,3.3000000000000003,0,0.0,149,0,153.05,BOS,0,"(59, 79)",0,0.75,"(59, 79)",26.8804329004329,8,19,3,4,2382,7,1,-42.1195670995671,"[14.8804329004329, 38.8804329004329]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 14.8804329004329 and 38.8804329004329%,
8,8,8,8,8,8,3.3600000000000003,0,0.0,25,0,28.36,PIT,1,"(0, 20)",0,0.0,"(0, 20)",11.143333333333333,9,19,1,1,929,2,1,11.143333333333333,"[0, 24]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 0 and 24%,
9,9,9,9,9,9,0.0,0,0.0,40,0,43.75,ATL,0,"(0, 20)",0,3.75,"(0, 20)",20.03,10,19,1,2,1140,3,1,11.03,"[8.030000000000001, 32.03]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.030000000000001 and 32.03%,No Impacts
