,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
0,0,0,0,0,0,0.0,0,0.0,159,0,205.60704665407485,JFK,1,"(80, 100)",33.10704665407485,13.5,"(80, 100)",15.417777777777772,1,5,3,4,2042,7,2,-82.58222222222223,"[3.417777777777772, 27.417777777777772]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 3.417777777777772 and 27.417777777777772%,No Impacts
1,1,1,1,1,1,0.0,0,0.0,85,0,124.30589864327634,IAD,1,"(43, 63)",32.555898643276336,6.75,"(43, 63)",23.41313131313132,2,5,2,5,505,7,2,-29.586868686868687,"[11.413131313131316, 35.413131313131316]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 11.413131313131316 and 35.413131313131316%,No Impacts
2,2,2,2,2,2,0.0,0,0.0,33,0,59.47095572499447,MIA,1,"(7, 27)",21.220955724994468,5.25,"(7, 27)",48.61666666666667,3,5,2,1,190,3,2,31.616666666666667,"[36.61666666666667, 60.61666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 36.61666666666667 and 60.61666666666667%,No Impacts
3,3,3,3,3,3,0.0,0,0.0,75,0,114.29421219565386,DCA,1,"(37, 57)",34.294212195653856,5.0,"(37, 57)",17.58963924963925,4,5,3,4,501,7,2,-29.41036075036075,"[5.5896392496392515, 29.58963924963925]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.5896392496392515 and 29.58963924963925%,No Impacts
4,4,4,4,4,4,0.0,0,0.0,29,0,60.65949427311048,MCO,1,"(8, 28)",22.659494273110475,9.0,"(8, 28)",49.58333333333333,5,5,2,1,469,3,2,31.58333333333333,"[37.58333333333333, 61.58333333333333]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 37.58333333333333 and 61.58333333333333%,No Impacts
5,5,5,5,5,5,0.0,0,0.0,68,0,88.20092588011342,DFW,1,"(23, 43)",11.70092588011342,8.5,"(23, 43)",28.48346708846709,6,5,1,1,9645,2,2,-4.51653291153291,"[16.48346708846709, 40.483467088467094]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 16.48346708846709 and 40.483467088467094%,No Impacts
6,6,6,6,6,6,0.0,0,0.0,60,0,87.30964257902596,ORD,1,"(23, 43)",19.166785436168823,8.142857142857144,"(23, 43)",18.7110275835276,7,5,3,3,247,6,2,-14.288972416472406,"[6.711027583527599, 30.7110275835276]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 6.711027583527599 and 30.7110275835276%,No Impacts
7,7,7,7,7,7,0.0,0,0.0,128,0,167.94322501672747,BOS,1,"(67, 87)",29.44322501672747,10.5,"(67, 87)",9.71111111111108,8,5,4,4,3041,8,2,-67.28888888888892,"[0, 24]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 0 and 24%,No Impacts
8,8,8,8,8,8,0.72,0,0.0,25,0,53.843230148460194,PIT,1,"(4, 24)",26.12323014846019,2.0,"(4, 24)",15.33,9,5,2,1,190,3,2,1.33,"[3.33, 27.33]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 3.33 and 27.33%,
9,9,9,9,9,9,0.0,0,0.0,40,0,77.18225769795322,ATL,1,"(17, 37)",24.43225769795321,12.75,"(17, 37)",12.161372053872052,10,5,5,1,235,6,2,-14.838627946127948,"[0.16137205387205178, 24.16137205387205]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 0.16137205387205178 and 24.16137205387205%,No Impacts
